chr1L	chr1L
Scaffold77376	chrUn_NW_016765267v1
Scaffold77377	chrUn_NW_016765268v1
Scaffold77378	chrUn_NW_016765269v1
Scaffold77379	chrUn_NW_016765270v1
Scaffold7738	chrUn_NW_016701947v1
Scaffold77380	chrUn_NW_016765271v1
Scaffold77381	chrUn_NW_016765272v1
Scaffold77382	chrUn_NW_016765273v1
Scaffold77383	chrUn_NW_016765274v1
Scaffold77384	chrUn_NW_016765275v1
Scaffold77385	chrUn_NW_016765276v1
Scaffold77386	chrUn_NW_016765277v1
Scaffold77387	chrUn_NW_016765278v1
Scaffold77388	chrUn_NW_016765279v1
Scaffold77389	chrUn_NW_016765280v1
Scaffold7739	chrUn_NW_016701948v1
Scaffold77390	chrUn_NW_016765281v1
Scaffold77391	chrUn_NW_016765282v1
Scaffold77392	chrUn_NW_016765283v1
Scaffold77393	chrUn_NW_016765284v1
Scaffold77394	chrUn_NW_016765285v1
Scaffold77395	chrUn_NW_016765286v1
Scaffold77396	chrUn_NW_016765287v1
Scaffold77397	chrUn_NW_016765288v1
Scaffold77398	chrUn_NW_016765289v1
Scaffold77399	chrUn_NW_016765290v1
Scaffold774	chrUn_NW_016695562v1
Scaffold7740	chrUn_NW_016701949v1
Scaffold77400	chrUn_NW_016765291v1
Scaffold77401	chrUn_NW_016765292v1
Scaffold77402	chrUn_NW_016765293v1
Scaffold77403	chrUn_NW_016765294v1
Scaffold77404	chrUn_NW_016765295v1
Scaffold77405	chrUn_NW_016765296v1
Scaffold77406	chrUn_NW_016765297v1
Scaffold77407	chrUn_NW_016765298v1
Scaffold77408	chrUn_NW_016765299v1
Scaffold77409	chrUn_NW_016765300v1
Scaffold7741	chrUn_NW_016701950v1
Scaffold77410	chrUn_NW_016765301v1
Scaffold77411	chrUn_NW_016765302v1
Scaffold77412	chrUn_NW_016765303v1
Scaffold77413	chrUn_NW_016765304v1
Scaffold77414	chrUn_NW_016765305v1
Scaffold77415	chrUn_NW_016765306v1
Scaffold77416	chrUn_NW_016765307v1
Scaffold77417	chrUn_NW_016765308v1
Scaffold77418	chrUn_NW_016765309v1
Scaffold77419	chrUn_NW_016765310v1
Scaffold7742	chrUn_NW_016701951v1
Scaffold77420	chrUn_NW_016765311v1
Scaffold77421	chrUn_NW_016765312v1
Scaffold77422	chrUn_NW_016765313v1
Scaffold77423	chrUn_NW_016765314v1
Scaffold77424	chrUn_NW_016765315v1
Scaffold77425	chrUn_NW_016765316v1
Scaffold77426	chrUn_NW_016765317v1
Scaffold77427	chrUn_NW_016765318v1
Scaffold77428	chrUn_NW_016765319v1
Scaffold77429	chrUn_NW_016765320v1
Scaffold7743	chrUn_NW_016701952v1
Scaffold77430	chrUn_NW_016765321v1
Scaffold77431	chrUn_NW_016765322v1
Scaffold77432	chrUn_NW_016765323v1
Scaffold77433	chrUn_NW_016765324v1
Scaffold77434	chrUn_NW_016765325v1
Scaffold77435	chrUn_NW_016765326v1
Scaffold77436	chrUn_NW_016765327v1
Scaffold77437	chrUn_NW_016765328v1
Scaffold77438	chrUn_NW_016765329v1
Scaffold77439	chrUn_NW_016765330v1
Scaffold7744	chrUn_NW_016701953v1
Scaffold77440	chrUn_NW_016765331v1
Scaffold77441	chrUn_NW_016765332v1
Scaffold77442	chrUn_NW_016765333v1
Scaffold77444	chrUn_NW_016765334v1
Scaffold77445	chrUn_NW_016765335v1
Scaffold77446	chrUn_NW_016765336v1
Scaffold77447	chrUn_NW_016765337v1
Scaffold77448	chrUn_NW_016765338v1
Scaffold77449	chrUn_NW_016765339v1
Scaffold7745	chrUn_NW_016701954v1
Scaffold77450	chrUn_NW_016765340v1
Scaffold77451	chrUn_NW_016765341v1
Scaffold77452	chrUn_NW_016765342v1
Scaffold77453	chrUn_NW_016765343v1
Scaffold77454	chrUn_NW_016765344v1
Scaffold77455	chrUn_NW_016765345v1
Scaffold77456	chrUn_NW_016765346v1
Scaffold77457	chrUn_NW_016765347v1
Scaffold77458	chrUn_NW_016765348v1
Scaffold77459	chrUn_NW_016765349v1
Scaffold7746	chrUn_NW_016701955v1
Scaffold77460	chrUn_NW_016765350v1
Scaffold77461	chrUn_NW_016765351v1
Scaffold77462	chrUn_NW_016765352v1
Scaffold77463	chrUn_NW_016765353v1
Scaffold77464	chrUn_NW_016765354v1
Scaffold77466	chrUn_NW_016765355v1
Scaffold77467	chrUn_NW_016765356v1
Scaffold77468	chrUn_NW_016765357v1
Scaffold77469	chrUn_NW_016765358v1
Scaffold77470	chrUn_NW_016765359v1
Scaffold77471	chrUn_NW_016765360v1
Scaffold77472	chrUn_NW_016765361v1
Scaffold77473	chrUn_NW_016765362v1
Scaffold77475	chrUn_NW_016765363v1
Scaffold77476	chrUn_NW_016765364v1
Scaffold77477	chrUn_NW_016765365v1
Scaffold77478	chrUn_NW_016765366v1
Scaffold77479	chrUn_NW_016765367v1
Scaffold7748	chrUn_NW_016701956v1
Scaffold77480	chrUn_NW_016765368v1
Scaffold77481	chrUn_NW_016765369v1
Scaffold77482	chrUn_NW_016765370v1
Scaffold77483	chrUn_NW_016765371v1
Scaffold77484	chrUn_NW_016765372v1
Scaffold77485	chrUn_NW_016765373v1
Scaffold77486	chrUn_NW_016765374v1
Scaffold77487	chrUn_NW_016765375v1
Scaffold77488	chrUn_NW_016765376v1
Scaffold77489	chrUn_NW_016765377v1
Scaffold7749	chrUn_NW_016701957v1
Scaffold77490	chrUn_NW_016765378v1
Scaffold77491	chrUn_NW_016765379v1
Scaffold77492	chrUn_NW_016765380v1
Scaffold77493	chrUn_NW_016765381v1
Scaffold77494	chrUn_NW_016765382v1
Scaffold77495	chrUn_NW_016765383v1
Scaffold77496	chrUn_NW_016765384v1
Scaffold77497	chrUn_NW_016765385v1
Scaffold77498	chrUn_NW_016765386v1
Scaffold77499	chrUn_NW_016765387v1
Scaffold775	chrUn_NW_016695563v1
Scaffold7750	chrUn_NW_016701958v1
Scaffold77500	chrUn_NW_016765388v1
Scaffold77501	chrUn_NW_016765389v1
Scaffold77502	chrUn_NW_016765390v1
Scaffold77503	chrUn_NW_016765391v1
Scaffold77504	chrUn_NW_016765392v1
Scaffold77507	chrUn_NW_016765393v1
Scaffold77508	chrUn_NW_016765394v1
Scaffold77509	chrUn_NW_016765395v1
Scaffold7751	chrUn_NW_016701959v1
Scaffold77510	chrUn_NW_016765396v1
Scaffold77511	chrUn_NW_016765397v1
Scaffold77512	chrUn_NW_016765398v1
Scaffold77513	chrUn_NW_016765399v1
Scaffold77514	chrUn_NW_016765400v1
Scaffold77515	chrUn_NW_016765401v1
Scaffold77516	chrUn_NW_016765402v1
Scaffold77517	chrUn_NW_016765403v1
Scaffold77518	chrUn_NW_016765404v1
Scaffold77519	chrUn_NW_016765405v1
Scaffold7752	chrUn_NW_016701960v1
Scaffold77520	chrUn_NW_016765406v1
Scaffold77521	chrUn_NW_016765407v1
Scaffold77522	chrUn_NW_016765408v1
Scaffold77523	chrUn_NW_016765409v1
Scaffold77524	chrUn_NW_016765410v1
Scaffold77525	chrUn_NW_016765411v1
Scaffold77526	chrUn_NW_016765412v1
Scaffold77527	chrUn_NW_016765413v1
Scaffold77528	chrUn_NW_016765414v1
Scaffold77529	chrUn_NW_016765415v1
Scaffold7753	chrUn_NW_016701961v1
Scaffold77530	chrUn_NW_016765416v1
Scaffold77531	chrUn_NW_016765417v1
Scaffold77532	chrUn_NW_016765418v1
Scaffold77533	chrUn_NW_016765419v1
Scaffold77534	chrUn_NW_016765420v1
Scaffold77535	chrUn_NW_016765421v1
Scaffold77536	chrUn_NW_016765422v1
Scaffold77537	chrUn_NW_016765423v1
Scaffold77538	chrUn_NW_016765424v1
Scaffold77539	chrUn_NW_016765425v1
Scaffold7754	chrUn_NW_016701962v1
Scaffold77540	chrUn_NW_016765426v1
Scaffold77541	chrUn_NW_016765427v1
Scaffold77542	chrUn_NW_016765428v1
Scaffold77543	chrUn_NW_016765429v1
Scaffold77544	chrUn_NW_016765430v1
Scaffold77545	chrUn_NW_016765431v1
Scaffold77546	chrUn_NW_016765432v1
Scaffold77547	chrUn_NW_016765433v1
Scaffold77548	chrUn_NW_016765434v1
Scaffold77549	chrUn_NW_016765435v1
Scaffold7755	chrUn_NW_016701963v1
Scaffold77550	chrUn_NW_016765436v1
Scaffold77551	chrUn_NW_016765437v1
Scaffold77552	chrUn_NW_016765438v1
Scaffold77553	chrUn_NW_016765439v1
Scaffold77554	chrUn_NW_016765440v1
Scaffold77555	chrUn_NW_016765441v1
Scaffold77556	chrUn_NW_016765442v1
Scaffold77557	chrUn_NW_016765443v1
Scaffold77558	chrUn_NW_016765444v1
Scaffold77559	chrUn_NW_016765445v1
Scaffold7756	chrUn_NW_016701964v1
Scaffold77560	chrUn_NW_016765446v1
Scaffold77561	chrUn_NW_016765447v1
Scaffold77562	chrUn_NW_016765448v1
Scaffold77563	chrUn_NW_016765449v1
Scaffold77564	chrUn_NW_016765450v1
Scaffold77565	chrUn_NW_016765451v1
Scaffold77566	chrUn_NW_016765452v1
Scaffold77567	chrUn_NW_016765453v1
Scaffold77568	chrUn_NW_016765454v1
Scaffold77569	chrUn_NW_016765455v1
Scaffold7757	chrUn_NW_016701965v1
Scaffold77570	chrUn_NW_016765456v1
Scaffold77571	chrUn_NW_016765457v1
Scaffold77572	chrUn_NW_016765458v1
Scaffold77573	chrUn_NW_016765459v1
Scaffold77574	chrUn_NW_016765460v1
Scaffold77575	chrUn_NW_016765461v1
Scaffold77576	chrUn_NW_016765462v1
Scaffold77578	chrUn_NW_016765463v1
Scaffold7758	chrUn_NW_016701966v1
Scaffold77580	chrUn_NW_016765464v1
Scaffold77581	chrUn_NW_016765465v1
Scaffold77582	chrUn_NW_016765466v1
Scaffold77583	chrUn_NW_016765467v1
Scaffold77584	chrUn_NW_016765468v1
Scaffold77585	chrUn_NW_016765469v1
Scaffold77586	chrUn_NW_016765470v1
Scaffold77587	chrUn_NW_016765471v1
Scaffold77588	chrUn_NW_016765472v1
Scaffold77589	chrUn_NW_016765473v1
Scaffold7759	chrUn_NW_016701967v1
Scaffold77590	chrUn_NW_016765474v1
Scaffold77592	chrUn_NW_016765475v1
Scaffold77593	chrUn_NW_016765476v1
Scaffold77594	chrUn_NW_016765477v1
Scaffold77595	chrUn_NW_016765478v1
Scaffold77596	chrUn_NW_016765479v1
Scaffold77597	chrUn_NW_016765480v1
Scaffold77598	chrUn_NW_016765481v1
Scaffold77599	chrUn_NW_016765482v1
Scaffold776	chrUn_NW_016695564v1
Scaffold7760	chrUn_NW_016701968v1
Scaffold77600	chrUn_NW_016765483v1
Scaffold77601	chrUn_NW_016765484v1
Scaffold77602	chrUn_NW_016765485v1
Scaffold77603	chrUn_NW_016765486v1
Scaffold77604	chrUn_NW_016765487v1
Scaffold77605	chrUn_NW_016765488v1
Scaffold77606	chrUn_NW_016765489v1
Scaffold77607	chrUn_NW_016765490v1
Scaffold77608	chrUn_NW_016765491v1
Scaffold77609	chrUn_NW_016765492v1
Scaffold7761	chrUn_NW_016701969v1
Scaffold77610	chrUn_NW_016765493v1
Scaffold77611	chrUn_NW_016765494v1
Scaffold77612	chrUn_NW_016765495v1
Scaffold77613	chrUn_NW_016765496v1
Scaffold77614	chrUn_NW_016765497v1
Scaffold77615	chrUn_NW_016765498v1
Scaffold77616	chrUn_NW_016765499v1
Scaffold77617	chrUn_NW_016765500v1
Scaffold77618	chrUn_NW_016765501v1
Scaffold77619	chrUn_NW_016765502v1
Scaffold7762	chrUn_NW_016701970v1
Scaffold77621	chrUn_NW_016765503v1
Scaffold77622	chrUn_NW_016765504v1
Scaffold77623	chrUn_NW_016765505v1
Scaffold77624	chrUn_NW_016765506v1
Scaffold77625	chrUn_NW_016765507v1
Scaffold77626	chrUn_NW_016765508v1
Scaffold77627	chrUn_NW_016765509v1
Scaffold77628	chrUn_NW_016765510v1
Scaffold77629	chrUn_NW_016765511v1
Scaffold7763	chrUn_NW_016701971v1
Scaffold77630	chrUn_NW_016765512v1
Scaffold77631	chrUn_NW_016765513v1
Scaffold77632	chrUn_NW_016765514v1
Scaffold77633	chrUn_NW_016765515v1
Scaffold77634	chrUn_NW_016765516v1
Scaffold77635	chrUn_NW_016765517v1
Scaffold77636	chrUn_NW_016765518v1
Scaffold77637	chrUn_NW_016765519v1
Scaffold77638	chrUn_NW_016765520v1
Scaffold77639	chrUn_NW_016765521v1
Scaffold7764	chrUn_NW_016701972v1
Scaffold77640	chrUn_NW_016765522v1
Scaffold77641	chrUn_NW_016765523v1
Scaffold77642	chrUn_NW_016765524v1
Scaffold77643	chrUn_NW_016765525v1
Scaffold77644	chrUn_NW_016765526v1
Scaffold77645	chrUn_NW_016765527v1
Scaffold77646	chrUn_NW_016765528v1
Scaffold77647	chrUn_NW_016765529v1
Scaffold77648	chrUn_NW_016765530v1
Scaffold77649	chrUn_NW_016765531v1
Scaffold7765	chrUn_NW_016701973v1
Scaffold77650	chrUn_NW_016765532v1
Scaffold77651	chrUn_NW_016765533v1
Scaffold77652	chrUn_NW_016765534v1
Scaffold77653	chrUn_NW_016765535v1
Scaffold77654	chrUn_NW_016765536v1
Scaffold77655	chrUn_NW_016765537v1
Scaffold77656	chrUn_NW_016765538v1
Scaffold77657	chrUn_NW_016765539v1
Scaffold77658	chrUn_NW_016765540v1
Scaffold77659	chrUn_NW_016765541v1
Scaffold7766	chrUn_NW_016701974v1
Scaffold77660	chrUn_NW_016765542v1
Scaffold77661	chrUn_NW_016765543v1
Scaffold77662	chrUn_NW_016765544v1
Scaffold77663	chrUn_NW_016765545v1
Scaffold77664	chrUn_NW_016765546v1
Scaffold77665	chrUn_NW_016765547v1
Scaffold77666	chrUn_NW_016765548v1
Scaffold77667	chrUn_NW_016765549v1
Scaffold77668	chrUn_NW_016765550v1
Scaffold77669	chrUn_NW_016765551v1
Scaffold7767	chrUn_NW_016701975v1
Scaffold77670	chrUn_NW_016765552v1
Scaffold77671	chrUn_NW_016765553v1
Scaffold77673	chrUn_NW_016765554v1
Scaffold77674	chrUn_NW_016765555v1
Scaffold77675	chrUn_NW_016765556v1
Scaffold77676	chrUn_NW_016765557v1
Scaffold77677	chrUn_NW_016765558v1
Scaffold77678	chrUn_NW_016765559v1
Scaffold77679	chrUn_NW_016765560v1
Scaffold7768	chrUn_NW_016701976v1
Scaffold77680	chrUn_NW_016765561v1
Scaffold77681	chrUn_NW_016765562v1
Scaffold77682	chrUn_NW_016765563v1
Scaffold77683	chrUn_NW_016765564v1
Scaffold77684	chrUn_NW_016765565v1
Scaffold77685	chrUn_NW_016765566v1
Scaffold77686	chrUn_NW_016765567v1
Scaffold77687	chrUn_NW_016765568v1
Scaffold77688	chrUn_NW_016765569v1
Scaffold77689	chrUn_NW_016765570v1
Scaffold7769	chrUn_NW_016701977v1
Scaffold77690	chrUn_NW_016765571v1
Scaffold77691	chrUn_NW_016765572v1
Scaffold77692	chrUn_NW_016765573v1
Scaffold77693	chrUn_NW_016765574v1
Scaffold77694	chrUn_NW_016765575v1
Scaffold77695	chrUn_NW_016765576v1
Scaffold77696	chrUn_NW_016765577v1
Scaffold77697	chrUn_NW_016765578v1
Scaffold77698	chrUn_NW_016765579v1
Scaffold77699	chrUn_NW_016765580v1
Scaffold777	chrUn_NW_016695565v1
Scaffold7770	chrUn_NW_016701978v1
Scaffold77700	chrUn_NW_016765581v1
Scaffold77701	chrUn_NW_016765582v1
Scaffold77702	chrUn_NW_016765583v1
Scaffold77703	chrUn_NW_016765584v1
Scaffold77704	chrUn_NW_016765585v1
Scaffold77705	chrUn_NW_016765586v1
Scaffold77706	chrUn_NW_016765587v1
Scaffold77707	chrUn_NW_016765588v1
Scaffold77708	chrUn_NW_016765589v1
Scaffold77709	chrUn_NW_016765590v1
Scaffold7771	chrUn_NW_016701979v1
Scaffold77710	chrUn_NW_016765591v1
Scaffold77711	chrUn_NW_016765592v1
Scaffold77712	chrUn_NW_016765593v1
Scaffold77713	chrUn_NW_016765594v1
Scaffold77714	chrUn_NW_016765595v1
Scaffold77715	chrUn_NW_016765596v1
Scaffold77716	chrUn_NW_016765597v1
Scaffold77717	chrUn_NW_016765598v1
Scaffold77718	chrUn_NW_016765599v1
Scaffold7772	chrUn_NW_016701980v1
Scaffold77720	chrUn_NW_016765600v1
Scaffold77721	chrUn_NW_016765601v1
Scaffold77722	chrUn_NW_016765602v1
Scaffold77723	chrUn_NW_016765603v1
Scaffold77724	chrUn_NW_016765604v1
Scaffold77725	chrUn_NW_016765605v1
Scaffold77726	chrUn_NW_016765606v1
Scaffold77727	chrUn_NW_016765607v1
Scaffold77728	chrUn_NW_016765608v1
Scaffold77729	chrUn_NW_016765609v1
Scaffold7773	chrUn_NW_016701981v1
Scaffold77730	chrUn_NW_016765610v1
Scaffold77731	chrUn_NW_016765611v1
Scaffold77732	chrUn_NW_016765612v1
Scaffold77733	chrUn_NW_016765613v1
Scaffold77734	chrUn_NW_016765614v1
Scaffold77735	chrUn_NW_016765615v1
Scaffold77736	chrUn_NW_016765616v1
Scaffold77737	chrUn_NW_016765617v1
Scaffold77738	chrUn_NW_016765618v1
Scaffold77739	chrUn_NW_016765619v1
Scaffold7774	chrUn_NW_016701982v1
Scaffold77740	chrUn_NW_016765620v1
Scaffold77741	chrUn_NW_016765621v1
Scaffold77742	chrUn_NW_016765622v1
Scaffold77743	chrUn_NW_016765623v1
Scaffold77744	chrUn_NW_016765624v1
Scaffold77745	chrUn_NW_016765625v1
Scaffold77746	chrUn_NW_016765626v1
Scaffold77747	chrUn_NW_016765627v1
Scaffold77748	chrUn_NW_016765628v1
Scaffold77749	chrUn_NW_016765629v1
Scaffold7775	chrUn_NW_016701983v1
Scaffold77750	chrUn_NW_016765630v1
Scaffold77751	chrUn_NW_016765631v1
Scaffold77752	chrUn_NW_016765632v1
Scaffold77753	chrUn_NW_016765633v1
Scaffold77754	chrUn_NW_016765634v1
Scaffold77755	chrUn_NW_016765635v1
Scaffold77756	chrUn_NW_016765636v1
Scaffold77757	chrUn_NW_016765637v1
Scaffold77758	chrUn_NW_016765638v1
Scaffold77759	chrUn_NW_016765639v1
Scaffold7776	chrUn_NW_016701984v1
Scaffold77760	chrUn_NW_016765640v1
Scaffold77761	chrUn_NW_016765641v1
Scaffold77762	chrUn_NW_016765642v1
Scaffold77763	chrUn_NW_016765643v1
Scaffold77764	chrUn_NW_016765644v1
Scaffold77765	chrUn_NW_016765645v1
Scaffold77766	chrUn_NW_016765646v1
Scaffold77767	chrUn_NW_016765647v1
Scaffold77768	chrUn_NW_016765648v1
Scaffold77769	chrUn_NW_016765649v1
Scaffold7777	chrUn_NW_016701985v1
Scaffold77770	chrUn_NW_016765650v1
Scaffold77771	chrUn_NW_016765651v1
Scaffold77772	chrUn_NW_016765652v1
Scaffold77773	chrUn_NW_016765653v1
Scaffold77774	chrUn_NW_016765654v1
Scaffold77775	chrUn_NW_016765655v1
Scaffold77776	chrUn_NW_016765656v1
Scaffold77777	chrUn_NW_016765657v1
Scaffold77778	chrUn_NW_016765658v1
Scaffold77779	chrUn_NW_016765659v1
Scaffold7778	chrUn_NW_016701986v1
Scaffold77780	chrUn_NW_016765660v1
Scaffold77781	chrUn_NW_016765661v1
Scaffold77782	chrUn_NW_016765662v1
Scaffold77783	chrUn_NW_016765663v1
Scaffold77784	chrUn_NW_016765664v1
Scaffold77785	chrUn_NW_016765665v1
Scaffold77786	chrUn_NW_016765666v1
Scaffold77787	chrUn_NW_016765667v1
Scaffold77788	chrUn_NW_016765668v1
Scaffold77789	chrUn_NW_016765669v1
Scaffold7779	chrUn_NW_016701987v1
Scaffold77790	chrUn_NW_016765670v1
Scaffold77791	chrUn_NW_016765671v1
Scaffold77792	chrUn_NW_016765672v1
Scaffold77793	chrUn_NW_016765673v1
Scaffold77794	chrUn_NW_016765674v1
Scaffold77795	chrUn_NW_016765675v1
Scaffold77796	chrUn_NW_016765676v1
Scaffold77797	chrUn_NW_016765677v1
Scaffold77798	chrUn_NW_016765678v1
Scaffold77799	chrUn_NW_016765679v1
Scaffold778	chrUn_NW_016695566v1
Scaffold7780	chrUn_NW_016701988v1
Scaffold77800	chrUn_NW_016765680v1
Scaffold77802	chrUn_NW_016765681v1
Scaffold77803	chrUn_NW_016765682v1
Scaffold77804	chrUn_NW_016765683v1
Scaffold77805	chrUn_NW_016765684v1
Scaffold77806	chrUn_NW_016765685v1
Scaffold77807	chrUn_NW_016765686v1
Scaffold77808	chrUn_NW_016765687v1
Scaffold77809	chrUn_NW_016765688v1
Scaffold7781	chrUn_NW_016701989v1
Scaffold77810	chrUn_NW_016765689v1
Scaffold77811	chrUn_NW_016765690v1
Scaffold77812	chrUn_NW_016765691v1
Scaffold77813	chrUn_NW_016765692v1
Scaffold77814	chrUn_NW_016765693v1
Scaffold77815	chrUn_NW_016765694v1
Scaffold77816	chrUn_NW_016765695v1
Scaffold77817	chrUn_NW_016765696v1
Scaffold77818	chrUn_NW_016765697v1
Scaffold7782	chrUn_NW_016701990v1
Scaffold77820	chrUn_NW_016765698v1
Scaffold77821	chrUn_NW_016765699v1
Scaffold77822	chrUn_NW_016765700v1
Scaffold77823	chrUn_NW_016765701v1
Scaffold77824	chrUn_NW_016765702v1
Scaffold77825	chrUn_NW_016765703v1
Scaffold77826	chrUn_NW_016765704v1
Scaffold77827	chrUn_NW_016765705v1
Scaffold77828	chrUn_NW_016765706v1
Scaffold77829	chrUn_NW_016765707v1
Scaffold7783	chrUn_NW_016701991v1
Scaffold77830	chrUn_NW_016765708v1
Scaffold77831	chrUn_NW_016765709v1
Scaffold77832	chrUn_NW_016765710v1
Scaffold77833	chrUn_NW_016765711v1
Scaffold77834	chrUn_NW_016765712v1
Scaffold77835	chrUn_NW_016765713v1
Scaffold77836	chrUn_NW_016765714v1
Scaffold77837	chrUn_NW_016765715v1
Scaffold77838	chrUn_NW_016765716v1
Scaffold77839	chrUn_NW_016765717v1
Scaffold77840	chrUn_NW_016765718v1
Scaffold77841	chrUn_NW_016765719v1
Scaffold77842	chrUn_NW_016765720v1
Scaffold77843	chrUn_NW_016765721v1
Scaffold77845	chrUn_NW_016765722v1
Scaffold77846	chrUn_NW_016765723v1
Scaffold77847	chrUn_NW_016765724v1
Scaffold77848	chrUn_NW_016765725v1
Scaffold77849	chrUn_NW_016765726v1
Scaffold77850	chrUn_NW_016765727v1
Scaffold77851	chrUn_NW_016765728v1
Scaffold77852	chrUn_NW_016765729v1
Scaffold77853	chrUn_NW_016765730v1
Scaffold77854	chrUn_NW_016765731v1
Scaffold77855	chrUn_NW_016765732v1
Scaffold77856	chrUn_NW_016765733v1
Scaffold77857	chrUn_NW_016765734v1
Scaffold77858	chrUn_NW_016765735v1
Scaffold77859	chrUn_NW_016765736v1
Scaffold7786	chrUn_NW_016701992v1
Scaffold77860	chrUn_NW_016765737v1
Scaffold77861	chrUn_NW_016765738v1
Scaffold77862	chrUn_NW_016765739v1
Scaffold77863	chrUn_NW_016765740v1
Scaffold77864	chrUn_NW_016765741v1
Scaffold77865	chrUn_NW_016765742v1
Scaffold77866	chrUn_NW_016765743v1
Scaffold77867	chrUn_NW_016765744v1
Scaffold77868	chrUn_NW_016765745v1
Scaffold7787	chrUn_NW_016701993v1
Scaffold77870	chrUn_NW_016765746v1
Scaffold77871	chrUn_NW_016765747v1
Scaffold77872	chrUn_NW_016765748v1
Scaffold77873	chrUn_NW_016765749v1
Scaffold77874	chrUn_NW_016765750v1
Scaffold77875	chrUn_NW_016765751v1
Scaffold77876	chrUn_NW_016765752v1
Scaffold77877	chrUn_NW_016765753v1
Scaffold77878	chrUn_NW_016765754v1
Scaffold77879	chrUn_NW_016765755v1
Scaffold7788	chrUn_NW_016701994v1
Scaffold77880	chrUn_NW_016765756v1
Scaffold77881	chrUn_NW_016765757v1
Scaffold77882	chrUn_NW_016765758v1
Scaffold77883	chrUn_NW_016765759v1
Scaffold77884	chrUn_NW_016765760v1
Scaffold77885	chrUn_NW_016765761v1
Scaffold77886	chrUn_NW_016765762v1
Scaffold77887	chrUn_NW_016765763v1
Scaffold77888	chrUn_NW_016765764v1
Scaffold77889	chrUn_NW_016765765v1
Scaffold7789	chrUn_NW_016701995v1
Scaffold77890	chrUn_NW_016765766v1
Scaffold77891	chrUn_NW_016765767v1
Scaffold77892	chrUn_NW_016765768v1
Scaffold77893	chrUn_NW_016765769v1
Scaffold77894	chrUn_NW_016765770v1
Scaffold77895	chrUn_NW_016765771v1
Scaffold77896	chrUn_NW_016765772v1
Scaffold77897	chrUn_NW_016765773v1
Scaffold77898	chrUn_NW_016765774v1
Scaffold77899	chrUn_NW_016765775v1
Scaffold779	chrUn_NW_016695567v1
Scaffold77900	chrUn_NW_016765776v1
Scaffold77901	chrUn_NW_016765777v1
Scaffold77902	chrUn_NW_016765778v1
Scaffold77903	chrUn_NW_016765779v1
Scaffold77904	chrUn_NW_016765780v1
Scaffold77905	chrUn_NW_016765781v1
Scaffold77906	chrUn_NW_016765782v1
Scaffold77908	chrUn_NW_016765783v1
Scaffold77909	chrUn_NW_016765784v1
Scaffold7791	chrUn_NW_016701996v1
Scaffold77910	chrUn_NW_016765785v1
Scaffold77911	chrUn_NW_016765786v1
Scaffold77912	chrUn_NW_016765787v1
Scaffold77913	chrUn_NW_016765788v1
Scaffold77914	chrUn_NW_016765789v1
Scaffold77915	chrUn_NW_016765790v1
Scaffold77916	chrUn_NW_016765791v1
Scaffold77917	chrUn_NW_016765792v1
Scaffold77918	chrUn_NW_016765793v1
Scaffold77919	chrUn_NW_016765794v1
Scaffold77920	chrUn_NW_016765795v1
Scaffold77921	chrUn_NW_016765796v1
Scaffold77922	chrUn_NW_016765797v1
Scaffold77923	chrUn_NW_016765798v1
Scaffold77924	chrUn_NW_016765799v1
Scaffold77925	chrUn_NW_016765800v1
Scaffold77926	chrUn_NW_016765801v1
Scaffold77927	chrUn_NW_016765802v1
Scaffold77928	chrUn_NW_016765803v1
Scaffold77929	chrUn_NW_016765804v1
Scaffold7793	chrUn_NW_016701997v1
Scaffold77930	chrUn_NW_016765805v1
Scaffold77931	chrUn_NW_016765806v1
Scaffold77932	chrUn_NW_016765807v1
Scaffold77933	chrUn_NW_016765808v1
Scaffold77934	chrUn_NW_016765809v1
Scaffold77935	chrUn_NW_016765810v1
Scaffold77936	chrUn_NW_016765811v1
Scaffold77937	chrUn_NW_016765812v1
Scaffold77938	chrUn_NW_016765813v1
Scaffold77939	chrUn_NW_016765814v1
Scaffold7794	chrUn_NW_016701998v1
Scaffold77940	chrUn_NW_016765815v1
Scaffold77941	chrUn_NW_016765816v1
Scaffold77942	chrUn_NW_016765817v1
Scaffold77943	chrUn_NW_016765818v1
Scaffold77944	chrUn_NW_016765819v1
Scaffold77945	chrUn_NW_016765820v1
Scaffold77946	chrUn_NW_016765821v1
Scaffold77948	chrUn_NW_016765822v1
Scaffold77949	chrUn_NW_016765823v1
Scaffold7795	chrUn_NW_016701999v1
Scaffold77951	chrUn_NW_016765824v1
Scaffold77952	chrUn_NW_016765825v1
Scaffold77953	chrUn_NW_016765826v1
Scaffold77954	chrUn_NW_016765827v1
Scaffold77955	chrUn_NW_016765828v1
Scaffold77956	chrUn_NW_016765829v1
Scaffold77957	chrUn_NW_016765830v1
Scaffold77958	chrUn_NW_016765831v1
Scaffold77959	chrUn_NW_016765832v1
Scaffold7796	chrUn_NW_016702000v1
Scaffold77960	chrUn_NW_016765833v1
Scaffold77961	chrUn_NW_016765834v1
Scaffold77962	chrUn_NW_016765835v1
Scaffold77963	chrUn_NW_016765836v1
Scaffold77964	chrUn_NW_016765837v1
Scaffold77965	chrUn_NW_016765838v1
Scaffold77966	chrUn_NW_016765839v1
Scaffold77967	chrUn_NW_016765840v1
Scaffold77968	chrUn_NW_016765841v1
Scaffold77969	chrUn_NW_016765842v1
