Chr01	chr1
scaffold_8226	chrUn_NW_016689251v1
scaffold_8228	chrUn_NW_016689252v1
scaffold_8229	chrUn_NW_016689253v1
scaffold_8231	chrUn_NW_016689254v1
scaffold_8232	chrUn_NW_016689255v1
scaffold_8234	chrUn_NW_016689256v1
scaffold_8235	chrUn_NW_016689257v1
scaffold_8236	chrUn_NW_016689258v1
scaffold_8237	chrUn_NW_016689259v1
scaffold_8239	chrUn_NW_016689260v1
scaffold_8240	chrUn_NW_016689261v1
scaffold_8241	chrUn_NW_016689262v1
scaffold_8242	chrUn_NW_016689263v1
scaffold_8243	chrUn_NW_016689264v1
scaffold_8244	chrUn_NW_016689265v1
scaffold_8245	chrUn_NW_016689266v1
scaffold_8246	chrUn_NW_016689267v1
scaffold_8248	chrUn_NW_016689268v1
scaffold_825	chrUn_NW_016683993v1
scaffold_8250	chrUn_NW_016689269v1
scaffold_8252	chrUn_NW_016689270v1
scaffold_8253	chrUn_NW_016689271v1
scaffold_8254	chrUn_NW_016689272v1
scaffold_8255	chrUn_NW_016689273v1
scaffold_8256	chrUn_NW_016689274v1
scaffold_8259	chrUn_NW_016689275v1
scaffold_826	chrUn_NW_016683994v1
scaffold_8260	chrUn_NW_016689276v1
scaffold_8261	chrUn_NW_016689277v1
scaffold_8263	chrUn_NW_016689278v1
scaffold_8264	chrUn_NW_016689279v1
scaffold_8265	chrUn_NW_016689280v1
scaffold_8266	chrUn_NW_016689281v1
scaffold_8267	chrUn_NW_016689282v1
scaffold_8269	chrUn_NW_016689283v1
scaffold_8270	chrUn_NW_016689284v1
scaffold_8271	chrUn_NW_016689285v1
scaffold_8272	chrUn_NW_016689286v1
scaffold_8273	chrUn_NW_016689287v1
scaffold_8274	chrUn_NW_016689288v1
scaffold_8275	chrUn_NW_016689289v1
scaffold_8277	chrUn_NW_016689290v1
scaffold_8278	chrUn_NW_016689291v1
scaffold_8279	chrUn_NW_016689292v1
scaffold_828	chrUn_NW_016683995v1
scaffold_8281	chrUn_NW_016689293v1
scaffold_8282	chrUn_NW_016689294v1
scaffold_8283	chrUn_NW_016689295v1
scaffold_8284	chrUn_NW_016689296v1
scaffold_8285	chrUn_NW_016689297v1
scaffold_8286	chrUn_NW_016689298v1
scaffold_8288	chrUn_NW_016689299v1
scaffold_829	chrUn_NW_016683996v1
scaffold_8290	chrUn_NW_016689300v1
scaffold_8291	chrUn_NW_016689301v1
scaffold_8292	chrUn_NW_016689302v1
scaffold_8295	chrUn_NW_016689303v1
scaffold_8298	chrUn_NW_016689304v1
scaffold_8299	chrUn_NW_016689305v1
scaffold_83	chrUn_NW_016683419v1
scaffold_8300	chrUn_NW_016689306v1
scaffold_8301	chrUn_NW_016689307v1
scaffold_8303	chrUn_NW_016689308v1
scaffold_8304	chrUn_NW_016689309v1
scaffold_8305	chrUn_NW_016689310v1
scaffold_8306	chrUn_NW_016689311v1
scaffold_8308	chrUn_NW_016689312v1
scaffold_8309	chrUn_NW_016689313v1
scaffold_831	chrUn_NW_016683997v1
scaffold_8310	chrUn_NW_016689314v1
scaffold_8313	chrUn_NW_016689315v1
scaffold_8314	chrUn_NW_016689316v1
scaffold_8316	chrUn_NW_016689317v1
scaffold_8317	chrUn_NW_016689318v1
scaffold_8318	chrUn_NW_016689319v1
scaffold_8319	chrUn_NW_016689320v1
scaffold_8320	chrUn_NW_016689321v1
scaffold_8321	chrUn_NW_016689322v1
scaffold_8322	chrUn_NW_016689323v1
scaffold_8323	chrUn_NW_016689324v1
scaffold_8324	chrUn_NW_016689325v1
scaffold_8326	chrUn_NW_016689326v1
scaffold_8327	chrUn_NW_016689327v1
scaffold_8328	chrUn_NW_016689328v1
scaffold_8329	chrUn_NW_016689329v1
scaffold_833	chrUn_NW_016683998v1
scaffold_8330	chrUn_NW_016689330v1
scaffold_8331	chrUn_NW_016689331v1
scaffold_8332	chrUn_NW_016689332v1
scaffold_8333	chrUn_NW_016689333v1
scaffold_8334	chrUn_NW_016689334v1
scaffold_8335	chrUn_NW_016689335v1
scaffold_8336	chrUn_NW_016689336v1
scaffold_8337	chrUn_NW_016689337v1
scaffold_8338	chrUn_NW_016689338v1
scaffold_8339	chrUn_NW_016689339v1
scaffold_834	chrUn_NW_016683999v1
scaffold_8340	chrUn_NW_016689340v1
scaffold_8341	chrUn_NW_016689341v1
scaffold_8342	chrUn_NW_016689342v1
scaffold_8343	chrUn_NW_016689343v1
scaffold_8345	chrUn_NW_016689344v1
scaffold_8347	chrUn_NW_016689345v1
scaffold_8348	chrUn_NW_016689346v1
scaffold_8349	chrUn_NW_016689347v1
scaffold_835	chrUn_NW_016684000v1
scaffold_8352	chrUn_NW_016689348v1
scaffold_8353	chrUn_NW_016689349v1
scaffold_8355	chrUn_NW_016689350v1
scaffold_8356	chrUn_NW_016689351v1
scaffold_8358	chrUn_NW_016689352v1
scaffold_8359	chrUn_NW_016689353v1
scaffold_8361	chrUn_NW_016689354v1
scaffold_8362	chrUn_NW_016689355v1
scaffold_8363	chrUn_NW_016689356v1
scaffold_8365	chrUn_NW_016689357v1
scaffold_8366	chrUn_NW_016689358v1
scaffold_8368	chrUn_NW_016689359v1
scaffold_837	chrUn_NW_016684001v1
scaffold_8371	chrUn_NW_016689360v1
scaffold_8373	chrUn_NW_016689361v1
scaffold_8376	chrUn_NW_016689362v1
scaffold_8377	chrUn_NW_016689363v1
scaffold_8378	chrUn_NW_016689364v1
scaffold_838	chrUn_NW_016684002v1
scaffold_8380	chrUn_NW_016689365v1
scaffold_8381	chrUn_NW_016689366v1
scaffold_8382	chrUn_NW_016689367v1
scaffold_8383	chrUn_NW_016689368v1
scaffold_8384	chrUn_NW_016689369v1
scaffold_8385	chrUn_NW_016689370v1
scaffold_8386	chrUn_NW_016689371v1
scaffold_8388	chrUn_NW_016689372v1
scaffold_839	chrUn_NW_016684003v1
scaffold_8390	chrUn_NW_016689373v1
scaffold_8391	chrUn_NW_016689374v1
scaffold_8392	chrUn_NW_016689375v1
scaffold_8393	chrUn_NW_016689376v1
scaffold_8394	chrUn_NW_016689377v1
scaffold_8396	chrUn_NW_016689378v1
scaffold_8397	chrUn_NW_016689379v1
scaffold_8398	chrUn_NW_016689380v1
scaffold_8399	chrUn_NW_016689381v1
scaffold_84	chrUn_NW_016683420v1
scaffold_8401	chrUn_NW_016689382v1
scaffold_8402	chrUn_NW_016689383v1
scaffold_8403	chrUn_NW_016689384v1
scaffold_8405	chrUn_NW_016689385v1
scaffold_8406	chrUn_NW_016689386v1
scaffold_8408	chrUn_NW_016689387v1
scaffold_8410	chrUn_NW_016689388v1
scaffold_8412	chrUn_NW_016689389v1
scaffold_8413	chrUn_NW_016689390v1
scaffold_8414	chrUn_NW_016689391v1
scaffold_8416	chrUn_NW_016689392v1
scaffold_8417	chrUn_NW_016689393v1
scaffold_8418	chrUn_NW_016689394v1
scaffold_8419	chrUn_NW_016689395v1
scaffold_842	chrUn_NW_016684004v1
scaffold_8420	chrUn_NW_016689396v1
scaffold_8421	chrUn_NW_016689397v1
scaffold_8422	chrUn_NW_016689398v1
scaffold_8423	chrUn_NW_016689399v1
scaffold_8424	chrUn_NW_016689400v1
scaffold_8426	chrUn_NW_016689401v1
scaffold_8427	chrUn_NW_016689402v1
scaffold_8428	chrUn_NW_016689403v1
scaffold_8429	chrUn_NW_016689404v1
scaffold_843	chrUn_NW_016684005v1
scaffold_8430	chrUn_NW_016689405v1
scaffold_8431	chrUn_NW_016689406v1
scaffold_8432	chrUn_NW_016689407v1
scaffold_8433	chrUn_NW_016689408v1
scaffold_8435	chrUn_NW_016689409v1
scaffold_8436	chrUn_NW_016689410v1
scaffold_8438	chrUn_NW_016689411v1
scaffold_8439	chrUn_NW_016689412v1
scaffold_844	chrUn_NW_016684006v1
scaffold_8440	chrUn_NW_016689413v1
scaffold_8441	chrUn_NW_016689414v1
scaffold_8443	chrUn_NW_016689415v1
scaffold_8445	chrUn_NW_016689416v1
scaffold_8447	chrUn_NW_016689417v1
scaffold_8449	chrUn_NW_016689418v1
scaffold_845	chrUn_NW_016684007v1
scaffold_8450	chrUn_NW_016689419v1
scaffold_8451	chrUn_NW_016689420v1
scaffold_8452	chrUn_NW_016689421v1
scaffold_8453	chrUn_NW_016689422v1
scaffold_8454	chrUn_NW_016689423v1
scaffold_8455	chrUn_NW_016689424v1
scaffold_8456	chrUn_NW_016689425v1
scaffold_8459	chrUn_NW_016689426v1
scaffold_846	chrUn_NW_016684008v1
scaffold_8465	chrUn_NW_016689427v1
scaffold_8466	chrUn_NW_016689428v1
scaffold_8467	chrUn_NW_016689429v1
scaffold_8468	chrUn_NW_016689430v1
scaffold_8469	chrUn_NW_016689431v1
scaffold_847	chrUn_NW_016684009v1
scaffold_8470	chrUn_NW_016689432v1
scaffold_8471	chrUn_NW_016689433v1
scaffold_8472	chrUn_NW_016689434v1
scaffold_8476	chrUn_NW_016689435v1
scaffold_8477	chrUn_NW_016689436v1
scaffold_8478	chrUn_NW_016689437v1
scaffold_8479	chrUn_NW_016689438v1
scaffold_848	chrUn_NW_016684010v1
scaffold_8480	chrUn_NW_016689439v1
scaffold_8481	chrUn_NW_016689440v1
scaffold_8482	chrUn_NW_016689441v1
scaffold_8485	chrUn_NW_016689442v1
scaffold_8486	chrUn_NW_016689443v1
scaffold_8487	chrUn_NW_016689444v1
scaffold_8489	chrUn_NW_016689445v1
scaffold_849	chrUn_NW_016684011v1
scaffold_8490	chrUn_NW_016689446v1
scaffold_8492	chrUn_NW_016689447v1
scaffold_8493	chrUn_NW_016689448v1
scaffold_8494	chrUn_NW_016689449v1
scaffold_8498	chrUn_NW_016689450v1
scaffold_8499	chrUn_NW_016689451v1
scaffold_85	chrUn_NW_016683421v1
scaffold_850	chrUn_NW_016684012v1
scaffold_8500	chrUn_NW_016689452v1
scaffold_8501	chrUn_NW_016689453v1
scaffold_8502	chrUn_NW_016689454v1
scaffold_8504	chrUn_NW_016689455v1
scaffold_8508	chrUn_NW_016689456v1
scaffold_8511	chrUn_NW_016689457v1
scaffold_8512	chrUn_NW_016689458v1
scaffold_8514	chrUn_NW_016689459v1
scaffold_8515	chrUn_NW_016689460v1
scaffold_8516	chrUn_NW_016689461v1
scaffold_8518	chrUn_NW_016689462v1
scaffold_8519	chrUn_NW_016689463v1
scaffold_852	chrUn_NW_016684013v1
scaffold_8520	chrUn_NW_016689464v1
scaffold_8522	chrUn_NW_016689465v1
scaffold_8523	chrUn_NW_016689466v1
scaffold_8524	chrUn_NW_016689467v1
scaffold_8527	chrUn_NW_016689468v1
scaffold_8528	chrUn_NW_016689469v1
scaffold_853	chrUn_NW_016684014v1
scaffold_8531	chrUn_NW_016689470v1
scaffold_8532	chrUn_NW_016689471v1
scaffold_8533	chrUn_NW_016689472v1
scaffold_8534	chrUn_NW_016689473v1
scaffold_8536	chrUn_NW_016689474v1
scaffold_8538	chrUn_NW_016689475v1
scaffold_8539	chrUn_NW_016689476v1
scaffold_854	chrUn_NW_016684015v1
scaffold_8541	chrUn_NW_016689477v1
scaffold_8542	chrUn_NW_016689478v1
scaffold_8547	chrUn_NW_016689479v1
scaffold_8548	chrUn_NW_016689480v1
scaffold_8549	chrUn_NW_016689481v1
scaffold_855	chrUn_NW_016684016v1
scaffold_8550	chrUn_NW_016689482v1
scaffold_8551	chrUn_NW_016689483v1
scaffold_8552	chrUn_NW_016689484v1
scaffold_8553	chrUn_NW_016689485v1
scaffold_8554	chrUn_NW_016689486v1
scaffold_8555	chrUn_NW_016689487v1
scaffold_8556	chrUn_NW_016689488v1
scaffold_8557	chrUn_NW_016689489v1
scaffold_8558	chrUn_NW_016689490v1
scaffold_856	chrUn_NW_016684017v1
scaffold_8562	chrUn_NW_016689491v1
scaffold_8566	chrUn_NW_016689492v1
scaffold_8567	chrUn_NW_016689493v1
scaffold_8568	chrUn_NW_016689494v1
scaffold_8569	chrUn_NW_016689495v1
scaffold_857	chrUn_NW_016684018v1
scaffold_8571	chrUn_NW_016689496v1
scaffold_8573	chrUn_NW_016689497v1
scaffold_8574	chrUn_NW_016689498v1
scaffold_8575	chrUn_NW_016689499v1
scaffold_8576	chrUn_NW_016689500v1
scaffold_8577	chrUn_NW_016689501v1
scaffold_8579	chrUn_NW_016689502v1
scaffold_858	chrUn_NW_016684019v1
scaffold_8580	chrUn_NW_016689503v1
scaffold_8581	chrUn_NW_016689504v1
scaffold_8582	chrUn_NW_016689505v1
scaffold_8583	chrUn_NW_016689506v1
scaffold_8585	chrUn_NW_016689507v1
scaffold_8586	chrUn_NW_016689508v1
scaffold_8587	chrUn_NW_016689509v1
scaffold_859	chrUn_NW_016684020v1
scaffold_8591	chrUn_NW_016689510v1
scaffold_8592	chrUn_NW_016689511v1
scaffold_8593	chrUn_NW_016689512v1
scaffold_8594	chrUn_NW_016689513v1
scaffold_8596	chrUn_NW_016689514v1
scaffold_8597	chrUn_NW_016689515v1
scaffold_8598	chrUn_NW_016689516v1
scaffold_8599	chrUn_NW_016689517v1
scaffold_86	chrUn_NW_016683422v1
scaffold_8603	chrUn_NW_016689518v1
scaffold_8604	chrUn_NW_016689519v1
scaffold_8606	chrUn_NW_016689520v1
scaffold_8609	chrUn_NW_016689521v1
scaffold_861	chrUn_NW_016684021v1
scaffold_8610	chrUn_NW_016689522v1
scaffold_8612	chrUn_NW_016689523v1
scaffold_8613	chrUn_NW_016689524v1
scaffold_8615	chrUn_NW_016689525v1
scaffold_8616	chrUn_NW_016689526v1
scaffold_8617	chrUn_NW_016689527v1
scaffold_8618	chrUn_NW_016689528v1
scaffold_862	chrUn_NW_016684022v1
scaffold_8621	chrUn_NW_016689529v1
scaffold_8622	chrUn_NW_016689530v1
scaffold_8623	chrUn_NW_016689531v1
scaffold_8625	chrUn_NW_016689532v1
scaffold_8626	chrUn_NW_016689533v1
scaffold_8628	chrUn_NW_016689534v1
scaffold_8629	chrUn_NW_016689535v1
scaffold_863	chrUn_NW_016684023v1
scaffold_8631	chrUn_NW_016689536v1
scaffold_8632	chrUn_NW_016689537v1
scaffold_8636	chrUn_NW_016689538v1
scaffold_8637	chrUn_NW_016689539v1
scaffold_8638	chrUn_NW_016689540v1
scaffold_8639	chrUn_NW_016689541v1
scaffold_864	chrUn_NW_016684024v1
scaffold_8640	chrUn_NW_016689542v1
scaffold_8641	chrUn_NW_016689543v1
scaffold_8642	chrUn_NW_016689544v1
scaffold_8643	chrUn_NW_016689545v1
scaffold_8645	chrUn_NW_016689546v1
scaffold_8646	chrUn_NW_016689547v1
scaffold_8648	chrUn_NW_016689548v1
scaffold_8649	chrUn_NW_016689549v1
scaffold_865	chrUn_NW_016684025v1
scaffold_8650	chrUn_NW_016689550v1
scaffold_8651	chrUn_NW_016689551v1
scaffold_8653	chrUn_NW_016689552v1
scaffold_8654	chrUn_NW_016689553v1
scaffold_8655	chrUn_NW_016689554v1
scaffold_8656	chrUn_NW_016689555v1
scaffold_8659	chrUn_NW_016689556v1
scaffold_8660	chrUn_NW_016689557v1
scaffold_8662	chrUn_NW_016689558v1
scaffold_8663	chrUn_NW_016689559v1
scaffold_8669	chrUn_NW_016689560v1
scaffold_867	chrUn_NW_016684026v1
scaffold_8670	chrUn_NW_016689561v1
scaffold_8671	chrUn_NW_016689562v1
scaffold_8672	chrUn_NW_016689563v1
scaffold_8673	chrUn_NW_016689564v1
scaffold_8676	chrUn_NW_016689565v1
scaffold_8677	chrUn_NW_016689566v1
scaffold_8678	chrUn_NW_016689567v1
scaffold_8679	chrUn_NW_016689568v1
scaffold_868	chrUn_NW_016684027v1
scaffold_8682	chrUn_NW_016689569v1
scaffold_8683	chrUn_NW_016689570v1
scaffold_8687	chrUn_NW_016689571v1
scaffold_8688	chrUn_NW_016689572v1
scaffold_8690	chrUn_NW_016689573v1
scaffold_8691	chrUn_NW_016689574v1
scaffold_8692	chrUn_NW_016689575v1
scaffold_8693	chrUn_NW_016689576v1
scaffold_8694	chrUn_NW_016689577v1
scaffold_8695	chrUn_NW_016689578v1
scaffold_8696	chrUn_NW_016689579v1
scaffold_8697	chrUn_NW_016689580v1
scaffold_8699	chrUn_NW_016689581v1
scaffold_87	chrUn_NW_016683423v1
scaffold_870	chrUn_NW_016684028v1
scaffold_8702	chrUn_NW_016689582v1
scaffold_8703	chrUn_NW_016689583v1
scaffold_8704	chrUn_NW_016689584v1
scaffold_8706	chrUn_NW_016689585v1
scaffold_8707	chrUn_NW_016689586v1
scaffold_8708	chrUn_NW_016689587v1
scaffold_8709	chrUn_NW_016689588v1
scaffold_8710	chrUn_NW_016689589v1
scaffold_8711	chrUn_NW_016689590v1
scaffold_8712	chrUn_NW_016689591v1
scaffold_8714	chrUn_NW_016689592v1
scaffold_8715	chrUn_NW_016689593v1
scaffold_8717	chrUn_NW_016689594v1
scaffold_8718	chrUn_NW_016689595v1
scaffold_8719	chrUn_NW_016689596v1
scaffold_872	chrUn_NW_016684029v1
scaffold_8720	chrUn_NW_016689597v1
scaffold_8722	chrUn_NW_016689598v1
scaffold_8723	chrUn_NW_016689599v1
scaffold_8724	chrUn_NW_016689600v1
scaffold_8725	chrUn_NW_016689601v1
scaffold_8726	chrUn_NW_016689602v1
scaffold_8727	chrUn_NW_016689603v1
scaffold_8728	chrUn_NW_016689604v1
scaffold_8729	chrUn_NW_016689605v1
scaffold_873	chrUn_NW_016684030v1
scaffold_8731	chrUn_NW_016689606v1
scaffold_8736	chrUn_NW_016689607v1
scaffold_8737	chrUn_NW_016689608v1
scaffold_8739	chrUn_NW_016689609v1
scaffold_8740	chrUn_NW_016689610v1
scaffold_8741	chrUn_NW_016689611v1
scaffold_8743	chrUn_NW_016689612v1
scaffold_8744	chrUn_NW_016689613v1
scaffold_8746	chrUn_NW_016689614v1
scaffold_875	chrUn_NW_016684031v1
scaffold_8750	chrUn_NW_016689615v1
scaffold_8752	chrUn_NW_016689616v1
scaffold_8754	chrUn_NW_016689617v1
scaffold_8755	chrUn_NW_016689618v1
scaffold_8756	chrUn_NW_016689619v1
scaffold_8757	chrUn_NW_016689620v1
scaffold_8758	chrUn_NW_016689621v1
scaffold_8759	chrUn_NW_016689622v1
scaffold_876	chrUn_NW_016684032v1
scaffold_8760	chrUn_NW_016689623v1
scaffold_8761	chrUn_NW_016689624v1
scaffold_8762	chrUn_NW_016689625v1
scaffold_8763	chrUn_NW_016689626v1
scaffold_8766	chrUn_NW_016689627v1
scaffold_8769	chrUn_NW_016689628v1
scaffold_877	chrUn_NW_016684033v1
scaffold_8771	chrUn_NW_016689629v1
scaffold_8774	chrUn_NW_016689630v1
scaffold_8775	chrUn_NW_016689631v1
scaffold_8776	chrUn_NW_016689632v1
scaffold_8777	chrUn_NW_016689633v1
scaffold_8779	chrUn_NW_016689634v1
scaffold_878	chrUn_NW_016684034v1
scaffold_8780	chrUn_NW_016689635v1
scaffold_8781	chrUn_NW_016689636v1
scaffold_8783	chrUn_NW_016689637v1
scaffold_8785	chrUn_NW_016689638v1
scaffold_8787	chrUn_NW_016689639v1
scaffold_8788	chrUn_NW_016689640v1
scaffold_8789	chrUn_NW_016689641v1
scaffold_879	chrUn_NW_016684035v1
scaffold_8790	chrUn_NW_016689642v1
scaffold_8791	chrUn_NW_016689643v1
scaffold_8792	chrUn_NW_016689644v1
scaffold_8793	chrUn_NW_016689645v1
scaffold_8796	chrUn_NW_016689646v1
scaffold_8799	chrUn_NW_016689647v1
scaffold_88	chrUn_NW_016683424v1
scaffold_8802	chrUn_NW_016689648v1
scaffold_8803	chrUn_NW_016689649v1
scaffold_8804	chrUn_NW_016689650v1
scaffold_8806	chrUn_NW_016689651v1
scaffold_8807	chrUn_NW_016689652v1
scaffold_881	chrUn_NW_016684036v1
scaffold_8810	chrUn_NW_016689653v1
scaffold_8812	chrUn_NW_016689654v1
scaffold_8813	chrUn_NW_016689655v1
scaffold_8814	chrUn_NW_016689656v1
scaffold_8816	chrUn_NW_016689657v1
scaffold_8819	chrUn_NW_016689658v1
scaffold_882	chrUn_NW_016684037v1
scaffold_8820	chrUn_NW_016689659v1
scaffold_8821	chrUn_NW_016689660v1
scaffold_8823	chrUn_NW_016689661v1
scaffold_8824	chrUn_NW_016689662v1
scaffold_8825	chrUn_NW_016689663v1
scaffold_8827	chrUn_NW_016689664v1
scaffold_8828	chrUn_NW_016689665v1
scaffold_883	chrUn_NW_016684038v1
scaffold_8830	chrUn_NW_016689666v1
scaffold_8832	chrUn_NW_016689667v1
scaffold_8833	chrUn_NW_016689668v1
scaffold_8835	chrUn_NW_016689669v1
scaffold_8836	chrUn_NW_016689670v1
scaffold_8838	chrUn_NW_016689671v1
scaffold_884	chrUn_NW_016684039v1
scaffold_8840	chrUn_NW_016689672v1
scaffold_8842	chrUn_NW_016689673v1
scaffold_8843	chrUn_NW_016689674v1
scaffold_8845	chrUn_NW_016689675v1
scaffold_8846	chrUn_NW_016689676v1
scaffold_8849	chrUn_NW_016689677v1
scaffold_8851	chrUn_NW_016689678v1
scaffold_8853	chrUn_NW_016689679v1
scaffold_8855	chrUn_NW_016689680v1
scaffold_8857	chrUn_NW_016689681v1
scaffold_8858	chrUn_NW_016689682v1
scaffold_8859	chrUn_NW_016689683v1
scaffold_886	chrUn_NW_016684040v1
scaffold_8860	chrUn_NW_016689684v1
scaffold_8861	chrUn_NW_016689685v1
scaffold_8863	chrUn_NW_016689686v1
scaffold_8864	chrUn_NW_016689687v1
scaffold_8865	chrUn_NW_016689688v1
scaffold_8866	chrUn_NW_016689689v1
scaffold_8867	chrUn_NW_016689690v1
scaffold_8868	chrUn_NW_016689691v1
scaffold_887	chrUn_NW_016684041v1
scaffold_8872	chrUn_NW_016689692v1
scaffold_8873	chrUn_NW_016689693v1
scaffold_8874	chrUn_NW_016689694v1
scaffold_8875	chrUn_NW_016689695v1
scaffold_8876	chrUn_NW_016689696v1
scaffold_8878	chrUn_NW_016689697v1
scaffold_8879	chrUn_NW_016689698v1
scaffold_8880	chrUn_NW_016689699v1
scaffold_8881	chrUn_NW_016689700v1
scaffold_8882	chrUn_NW_016689701v1
scaffold_8885	chrUn_NW_016689702v1
scaffold_8886	chrUn_NW_016689703v1
scaffold_8887	chrUn_NW_016689704v1
scaffold_8888	chrUn_NW_016689705v1
scaffold_889	chrUn_NW_016684042v1
scaffold_8890	chrUn_NW_016689706v1
scaffold_8894	chrUn_NW_016689707v1
scaffold_8896	chrUn_NW_016689708v1
scaffold_8897	chrUn_NW_016689709v1
scaffold_8898	chrUn_NW_016689710v1
scaffold_8899	chrUn_NW_016689711v1
scaffold_890	chrUn_NW_016684043v1
scaffold_8901	chrUn_NW_016689712v1
scaffold_8902	chrUn_NW_016689713v1
scaffold_8903	chrUn_NW_016689714v1
scaffold_8904	chrUn_NW_016689715v1
scaffold_8907	chrUn_NW_016689716v1
scaffold_8908	chrUn_NW_016689717v1
scaffold_8909	chrUn_NW_016689718v1
scaffold_891	chrUn_NW_016684044v1
scaffold_8910	chrUn_NW_016689719v1
scaffold_8911	chrUn_NW_016689720v1
scaffold_8913	chrUn_NW_016689721v1
scaffold_8914	chrUn_NW_016689722v1
scaffold_8916	chrUn_NW_016689723v1
scaffold_8917	chrUn_NW_016689724v1
scaffold_8918	chrUn_NW_016689725v1
scaffold_8919	chrUn_NW_016689726v1
scaffold_8920	chrUn_NW_016689727v1
scaffold_8921	chrUn_NW_016689728v1
scaffold_8922	chrUn_NW_016689729v1
scaffold_8925	chrUn_NW_016689730v1
scaffold_8927	chrUn_NW_016689731v1
scaffold_8928	chrUn_NW_016689732v1
scaffold_8929	chrUn_NW_016689733v1
scaffold_8931	chrUn_NW_016689734v1
scaffold_8933	chrUn_NW_016689735v1
scaffold_8934	chrUn_NW_016689736v1
scaffold_8935	chrUn_NW_016689737v1
scaffold_8936	chrUn_NW_016689738v1
scaffold_8938	chrUn_NW_016689739v1
scaffold_8939	chrUn_NW_016689740v1
scaffold_8940	chrUn_NW_016689741v1
scaffold_8941	chrUn_NW_016689742v1
scaffold_8942	chrUn_NW_016689743v1
scaffold_8944	chrUn_NW_016689744v1
scaffold_8946	chrUn_NW_016689745v1
scaffold_8947	chrUn_NW_016689746v1
scaffold_8948	chrUn_NW_016689747v1
scaffold_8949	chrUn_NW_016689748v1
scaffold_895	chrUn_NW_016684045v1
scaffold_8951	chrUn_NW_016689749v1
scaffold_8954	chrUn_NW_016689750v1
scaffold_8955	chrUn_NW_016689751v1
scaffold_8956	chrUn_NW_016689752v1
scaffold_8958	chrUn_NW_016689753v1
scaffold_896	chrUn_NW_016684046v1
scaffold_8960	chrUn_NW_016689754v1
scaffold_8961	chrUn_NW_016689755v1
scaffold_8962	chrUn_NW_016689756v1
scaffold_8965	chrUn_NW_016689757v1
scaffold_8967	chrUn_NW_016689758v1
scaffold_8970	chrUn_NW_016689759v1
scaffold_8972	chrUn_NW_016689760v1
scaffold_8973	chrUn_NW_016689761v1
scaffold_8975	chrUn_NW_016689762v1
scaffold_8976	chrUn_NW_016689763v1
scaffold_8981	chrUn_NW_016689764v1
scaffold_8982	chrUn_NW_016689765v1
scaffold_8983	chrUn_NW_016689766v1
scaffold_8984	chrUn_NW_016689767v1
scaffold_8985	chrUn_NW_016689768v1
scaffold_8986	chrUn_NW_016689769v1
scaffold_8987	chrUn_NW_016689770v1
scaffold_8988	chrUn_NW_016689771v1
scaffold_899	chrUn_NW_016684047v1
scaffold_8990	chrUn_NW_016689772v1
scaffold_8991	chrUn_NW_016689773v1
scaffold_8992	chrUn_NW_016689774v1
scaffold_8995	chrUn_NW_016689775v1
scaffold_8996	chrUn_NW_016689776v1
scaffold_8999	chrUn_NW_016689777v1
scaffold_90	chrUn_NW_016683425v1
scaffold_900	chrUn_NW_016684048v1
scaffold_9000	chrUn_NW_016689778v1
scaffold_9003	chrUn_NW_016689779v1
scaffold_9004	chrUn_NW_016689780v1
scaffold_9005	chrUn_NW_016689781v1
scaffold_9006	chrUn_NW_016689782v1
scaffold_9007	chrUn_NW_016689783v1
scaffold_9008	chrUn_NW_016689784v1
scaffold_901	chrUn_NW_016684049v1
scaffold_9010	chrUn_NW_016689785v1
scaffold_9012	chrUn_NW_016689786v1
scaffold_9013	chrUn_NW_016689787v1
scaffold_9014	chrUn_NW_016689788v1
scaffold_9015	chrUn_NW_016689789v1
scaffold_9018	chrUn_NW_016689790v1
scaffold_9019	chrUn_NW_016689791v1
scaffold_902	chrUn_NW_016684050v1
scaffold_9020	chrUn_NW_016689792v1
scaffold_9021	chrUn_NW_016689793v1
scaffold_9022	chrUn_NW_016689794v1
scaffold_9024	chrUn_NW_016689795v1
scaffold_9025	chrUn_NW_016689796v1
scaffold_9026	chrUn_NW_016689797v1
scaffold_9027	chrUn_NW_016689798v1
scaffold_9030	chrUn_NW_016689799v1
scaffold_9031	chrUn_NW_016689800v1
scaffold_9032	chrUn_NW_016689801v1
scaffold_9033	chrUn_NW_016689802v1
scaffold_9035	chrUn_NW_016689803v1
scaffold_9039	chrUn_NW_016689804v1
scaffold_904	chrUn_NW_016684051v1
scaffold_9040	chrUn_NW_016689805v1
scaffold_9041	chrUn_NW_016689806v1
scaffold_9045	chrUn_NW_016689807v1
scaffold_9046	chrUn_NW_016689808v1
scaffold_9047	chrUn_NW_016689809v1
scaffold_9048	chrUn_NW_016689810v1
scaffold_9049	chrUn_NW_016689811v1
scaffold_905	chrUn_NW_016684052v1
scaffold_9050	chrUn_NW_016689812v1
scaffold_9051	chrUn_NW_016689813v1
scaffold_9052	chrUn_NW_016689814v1
scaffold_9055	chrUn_NW_016689815v1
scaffold_9056	chrUn_NW_016689816v1
scaffold_9058	chrUn_NW_016689817v1
scaffold_906	chrUn_NW_016684053v1
scaffold_9060	chrUn_NW_016689818v1
scaffold_9062	chrUn_NW_016689819v1
scaffold_9063	chrUn_NW_016689820v1
scaffold_9064	chrUn_NW_016689821v1
